event_type,expected_participants,duration_hours,prize_pool,refreshments_needed,stationary_needed,goodies_needed,physical_certificate,trophies_needed,volunteers_needed,rooms_needed,refreshment_item_count,stationery_item_count,expense_refreshments,expense_stationery,expense_certificates,expense_goodies,expense_trophies,expense_other,total_expense
1,86,4,0,1,1,0,0,0,4,2,7,8,8119,4474,0,0,0,5459,18052
1,191,2,10000,1,1,1,1,1,10,3,10,10,16311,8829,2219,13304,3411,12458,56532
0,104,4,7000,1,1,1,1,1,5,2,11,6,14937,1959,1190,8058,2431,7598,36173
2,164,7,15000,1,1,0,1,1,10,2,12,10,34109,10701,2343,0,3824,14159,65136
3,98,2,0,1,1,0,1,0,7,2,6,6,3888,1580,904,0,0,8219,14591
2,95,6,0,1,1,1,1,0,4,1,8,8,19621,3795,1046,5730,0,8136,38328
1,114,2,10000,1,1,1,1,1,6,1,10,10,9787,7433,1252,7649,3690,8042,37853
3,213,1,0,1,0,1,1,0,11,6,12,0,31873,0,3187,12972,0,10320,58352
0,66,3,1000,1,1,1,1,1,6,1,6,4,2784,639,559,675,2059,2321,9037
0,60,2,3000,1,0,1,0,1,5,1,6,0,2603,0,0,693,1583,4126,9005
4,52,5,0,1,1,0,1,0,2,1,8,9,7081,4033,747,0,0,3096,14957
4,77,3,0,1,1,1,1,0,7,2,7,9,6219,4296,882,945,0,2270,14612
2,55,7,1000,1,1,0,1,1,3,1,8,8,10986,3092,815,0,1913,3505,20311
0,110,1,5000,1,1,1,1,1,6,2,10,6,10889,1864,1404,8762,2461,6105,31485
3,245,2,0,1,0,0,1,0,24,7,12,0,33823,0,3526,0,0,13388,50737
4,20,5,0,1,1,0,1,0,2,1,5,8,2764,1508,292,0,0,2152,6716
3,287,3,0,1,1,1,1,0,20,7,12,8,46568,4941,4272,11593,0,12856,80230
4,73,3,0,1,1,1,1,0,7,1,7,9,5702,3517,1002,1287,0,2358,13866
4,55,4,0,1,1,0,1,0,5,1,8,9,8729,3776,576,0,0,2320,15401
0,210,4,2000,1,1,1,1,1,15,6,13,6,47013,2325,2116,10618,1290,10301,73663
4,40,5,0,1,1,0,1,0,2,1,5,8,3922,2656,400,0,0,2276,9254
1,90,2,0,1,1,0,1,0,6,3,6,8,3770,4761,853,0,0,8473,17857
4,25,2,0,1,1,0,1,0,2,1,4,8,1241,1546,263,0,0,3233,6283
1,30,3,0,1,1,1,1,0,3,1,3,7,761,1768,397,337,0,2946,6209
1,106,3,20000,1,1,1,0,0,6,2,10,10,10229,6344,0,5294,0,7606,29473
0,156,1,0,1,1,1,1,0,9,3,10,6,13429,2281,1695,6558,0,12143,36106
0,226,2,1000,1,0,1,0,1,12,4,12,0,36983,0,0,14846,2139,11686,65654
1,76,3,3000,1,1,0,0,1,5,2,6,8,3303,4094,0,0,1424,2445,11266
1,117,3,0,1,1,0,0,0,6,3,10,10,13142,5385,0,0,0,7457,25984
3,243,1,0,1,1,1,1,0,15,4,12,8,37020,3341,2394,12667,0,12480,67902
1,59,3,20000,1,1,0,0,1,3,1,6,8,2605,3506,0,0,5012,4586,15709
2,99,4,0,1,1,0,1,0,5,2,8,8,13205,6067,821,0,0,8416,28509
2,110,5,0,1,1,1,1,0,7,3,12,10,15983,5689,1148,6749,0,9420,38989
3,208,2,0,1,1,1,1,0,16,5,12,8,29582,3708,2969,10764,0,14391,61414
1,142,4,0,1,1,1,1,0,9,2,11,10,18050,8791,1859,9240,0,8695,46635
0,164,3,0,0,0,1,1,0,8,4,0,0,0,0,1784,12091,0,12157,26032
0,249,4,10000,1,0,1,1,1,13,4,13,0,55125,0,2343,18105,4050,10674,90297
2,55,5,7000,1,1,0,1,1,2,1,8,8,8143,2271,769,0,2658,5368,19209
3,208,2,0,1,0,1,1,0,20,5,12,0,31700,0,2106,15521,0,12055,61382
1,86,2,3000,1,1,1,1,1,4,2,6,8,3459,6066,1043,3810,2048,4518,20944
3,152,2,0,1,0,1,1,0,10,3,10,0,14252,0,1229,9847,0,11943,37271
0,237,1,0,1,1,0,1,0,16,7,12,6,33638,3388,2035,0,0,12887,51948
3,162,1,0,1,0,1,1,0,12,3,10,0,12730,0,2154,11576,0,12641,39101
3,231,3,0,1,0,0,1,0,13,5,12,0,34378,0,3054,0,0,12870,50302
4,83,2,0,1,1,0,1,0,6,1,7,9,5908,4379,752,0,0,7456,18495
2,184,5,5000,1,1,1,1,1,10,4,12,10,31366,11147,2318,14315,3050,12967,75163
4,67,2,0,1,1,0,1,0,5,1,7,9,4228,3644,809,0,0,2798,11479
4,28,3,0,1,1,0,1,0,2,1,4,8,1596,2159,307,0,0,4220,8282
3,133,1,0,1,0,1,1,0,10,3,10,0,11326,0,1580,10287,0,9711,32904
4,55,3,0,1,1,0,1,0,3,1,7,9,3510,3227,501,0,0,4313,11551
2,108,6,3000,1,1,1,1,1,8,2,12,10,19893,5115,909,7704,1600,7285,42506
1,16,3,0,1,1,0,0,0,2,1,3,7,430,829,0,0,0,3706,4965
3,215,3,0,1,1,0,1,0,11,5,12,8,30762,3783,2044,0,0,14562,51151
0,47,1,10000,0,1,0,1,1,3,1,0,3,0,530,597,0,3435,1871,6433
1,119,2,0,1,1,0,0,0,11,2,10,10,12389,5594,0,0,0,8358,26341
1,167,2,20000,1,1,1,0,1,10,2,10,10,14206,9817,0,9152,4588,11789,49552
3,224,2,0,1,0,0,1,0,12,6,12,0,34392,0,2481,0,0,12104,48977
4,99,2,0,1,1,0,1,0,5,2,7,9,6644,6075,1254,0,0,7000,20973
3,176,1,0,1,0,1,1,0,17,3,10,0,13643,0,2628,13566,0,13426,43263
4,28,2,0,1,1,0,1,0,2,1,4,8,1406,2268,355,0,0,4200,8229
4,44,3,0,1,1,0,1,0,3,1,4,8,2660,2979,481,0,0,3208,9328
0,197,3,7000,1,1,0,0,0,9,5,10,6,12938,2818,0,0,0,12325,28081
3,160,2,0,1,0,0,1,0,10,2,10,0,13517,0,1765,0,0,12742,28024
1,108,3,0,1,1,1,1,0,7,1,10,10,8652,5008,1574,7107,0,8482,30823
2,185,4,0,1,1,1,1,0,11,3,12,10,32869,10327,2220,9195,0,12036,66647
2,49,8,0,1,1,0,1,0,4,1,5,7,7033,2010,482,0,0,5457,14982
3,214,2,0,1,1,1,1,0,14,3,12,8,29290,4042,2029,16111,0,14121,65593
0,85,3,7000,1,1,0,0,1,5,2,6,4,4120,1053,0,0,2743,5995,13911
4,95,2,0,1,1,0,1,0,6,1,7,9,6206,4533,1265,0,0,7762,19766
1,168,4,7000,1,1,1,1,1,9,3,11,10,27637,8892,1666,8842,2743,11453,61233
2,44,8,0,1,1,0,1,0,2,1,5,7,6260,2270,632,0,0,3487,12649
2,126,5,0,1,1,1,1,0,6,3,12,10,23245,5932,1817,5341,0,8435,44770
1,163,3,1000,1,1,1,1,1,14,3,10,10,12152,9060,1668,12083,2031,13725,50719
2,157,7,1000,1,1,0,1,1,15,3,12,10,31945,7743,1564,0,1441,11341,54034
0,222,1,5000,1,0,1,1,1,13,6,12,0,31778,0,1857,17068,2660,11695,65058
0,173,1,3000,1,1,0,0,1,14,4,10,6,13686,2805,0,0,1512,11769,29772
0,222,2,1000,1,1,0,1,1,15,6,12,6,32232,3000,2746,0,1536,11683,51197
4,28,3,0,1,1,1,1,0,2,1,4,8,1541,2051,256,379,0,3996,8223
4,95,3,0,1,1,0,1,0,6,2,7,9,6004,3593,873,0,0,8367,18837
3,249,2,0,1,1,0,1,0,13,4,12,8,35472,3993,2861,0,0,12875,55201
3,286,3,0,1,0,1,1,0,20,6,12,0,40456,0,3311,18036,0,14511,76314
1,160,2,3000,1,1,0,0,1,8,2,10,10,13434,9046,0,0,1802,11133,35415
3,108,3,0,1,1,1,1,0,6,2,10,8,10038,2089,1358,7149,0,8321,28955
2,40,5,0,1,1,0,1,0,2,1,5,7,4452,1743,441,0,0,3508,10144
3,283,2,0,1,0,1,1,0,16,5,12,0,37709,0,4078,20355,0,15151,77293
0,81,4,1000,0,0,0,0,1,6,1,0,0,0,0,0,0,2022,5567,7589
2,136,6,10000,1,1,1,1,1,11,4,12,10,29979,9547,1402,9510,3815,8603,62856
3,285,2,0,1,0,1,1,0,16,5,12,0,35492,0,2385,18121,0,14594,70592
1,41,1,7000,1,1,1,0,1,2,1,3,7,1205,1939,0,718,2541,3287,9690
2,49,4,1000,1,1,0,1,1,3,1,5,7,5278,2033,606,0,1460,4025,13402
1,180,4,7000,1,1,0,1,1,15,3,11,10,30009,8041,2563,0,2405,11883,54901
2,41,5,20000,1,1,0,1,1,3,1,5,7,5796,2758,364,0,4688,3299,16905
3,131,2,0,1,0,0,1,0,8,2,10,0,9674,0,1578,0,0,7930,19182
0,177,1,0,1,0,1,1,0,12,5,10,0,13114,0,1583,8022,0,10693,33412
3,285,1,0,1,1,1,1,0,20,9,12,8,34347,4907,4256,16962,0,15075,75547
1,150,1,10000,1,1,1,1,1,9,4,10,10,12848,7921,1620,7824,3616,9962,43791
0,171,1,15000,1,1,1,1,1,15,5,10,6,13989,2262,1684,8995,4074,11634,42638
3,70,2,0,1,1,0,1,0,6,1,6,6,2812,1037,663,0,0,4239,8751
0,51,3,5000,1,0,0,0,1,3,1,6,0,2361,0,0,0,2557,3984,8902
2,51,4,0,1,1,0,1,0,3,1,8,8,6789,3150,611,0,0,5222,15772
1,93,2,5000,1,1,1,1,1,5,2,6,8,4022,6135,1017,5200,3339,6830,26543
2,65,5,0,1,1,0,1,0,5,1,8,8,7944,4011,762,0,0,3565,16282
4,91,4,0,1,1,0,1,0,4,1,8,9,11636,5110,1319,0,0,4563,22628
1,198,3,3000,1,1,0,1,1,11,4,10,10,15062,9911,1660,0,1803,10448,38884
3,296,1,0,1,0,1,1,0,29,6,12,0,40723,0,3695,17224,0,14909,76551
2,33,8,2000,1,1,1,1,1,2,1,5,7,5428,1347,375,528,1449,3300,12427
3,119,3,0,1,0,1,1,0,9,2,10,0,8616,0,1240,5739,0,8947,24542
3,165,2,0,1,0,0,1,0,13,5,10,0,15593,0,2208,0,0,13687,31488
2,144,8,0,1,1,1,1,0,10,4,12,10,28161,10251,2105,11431,0,10314,62262
0,163,3,0,1,1,0,1,0,12,3,10,6,12582,1742,1970,0,0,11224,27518
0,190,4,1000,1,0,0,1,1,15,3,11,0,30671,0,2770,0,1494,12334,47269
2,126,5,5000,1,1,1,1,1,7,2,12,10,23692,7082,1325,9578,3430,10140,55247
4,96,5,0,1,1,0,1,0,6,1,8,9,13035,5431,1246,0,0,7243,26955
0,144,2,15000,1,0,1,1,1,7,2,10,0,11978,0,1932,7997,4110,8284,34301
0,157,1,10000,1,1,1,1,1,11,4,10,6,14233,2280,2253,6594,3858,12412,41630
4,42,3,0,1,1,0,1,0,2,1,4,8,2668,2491,572,0,0,4229,9960
3,110,3,0,1,0,0,1,0,11,2,10,0,10298,0,1171,0,0,10705,22174
0,190,3,2000,1,0,0,0,1,15,4,10,0,15340,0,0,0,1801,13213,30354
0,131,4,2000,1,0,1,0,1,10,2,11,0,16893,0,0,6656,1873,7856,33278
4,27,4,0,1,1,0,1,0,2,1,5,8,3380,1873,233,0,0,3547,9033
0,123,4,2000,1,0,0,1,0,8,2,11,0,18579,0,1349,0,0,7352,27280
3,111,2,0,1,1,1,1,0,7,3,10,8,8426,2555,1656,6737,0,8901,28275
1,15,1,0,1,1,1,1,0,2,1,3,7,373,882,157,167,0,4215,5794
3,102,2,0,1,0,1,1,0,6,1,10,0,9026,0,1087,4833,0,8012,22958
1,57,4,20000,1,1,0,1,0,2,1,7,8,6829,3894,510,0,0,2314,13547
0,244,1,5000,1,0,1,1,1,20,5,12,0,35679,0,2316,16240,3166,14269,71670
2,194,6,0,1,1,0,1,0,13,3,12,10,41358,10728,2684,0,0,12394,67164
4,79,2,0,1,1,0,1,0,5,1,7,9,5491,5357,903,0,0,2494,14245
4,55,2,0,1,1,0,1,0,3,1,7,9,4468,2672,809,0,0,4568,12517
3,202,2,0,1,1,1,1,0,10,5,12,8,27737,3606,1947,12355,0,12740,58385
3,152,3,0,1,1,1,1,0,12,5,10,8,11103,3177,1906,11462,0,12435,40083
1,199,2,20000,1,1,1,0,1,14,3,10,10,15600,8300,0,11511,3181,11092,49684
1,30,4,0,1,1,0,0,0,2,1,4,7,3048,1833,0,0,0,4087,8968
1,71,3,0,1,1,0,1,0,4,1,6,8,2697,3289,691,0,0,4593,11270
0,63,3,0,0,0,0,1,0,5,1,0,0,0,0,538,0,0,3494,4032
1,194,2,5000,1,1,0,0,1,19,3,10,10,14717,8863,0,0,2731,11832,38143
3,256,3,0,1,0,0,1,0,17,4,12,0,41492,0,3704,0,0,13535,58731
0,177,1,1000,1,1,1,1,1,17,3,10,6,13527,2416,2304,10194,1788,10104,40333
2,190,7,7000,1,1,0,1,0,9,5,12,10,38104,10100,1614,0,0,15361,65179
4,92,2,0,1,1,0,1,0,5,2,7,9,7335,5482,882,0,0,5177,18876
1,122,2,1000,1,1,1,0,1,6,2,10,10,9800,8355,0,7334,1888,7351,34728
0,58,1,3000,1,1,0,0,1,5,1,6,4,2264,603,0,0,1703,1963,6533
2,143,7,1000,1,1,1,1,0,7,3,12,10,38813,9989,1796,7586,0,10133,68317
0,231,4,0,1,0,1,1,0,23,4,13,0,49376,0,2572,10010,0,12007,73965
2,54,5,5000,1,1,0,1,0,4,1,8,8,8119,2299,521,0,0,3179,14118
2,188,4,1000,1,1,1,1,0,11,4,12,10,30106,9375,1721,11296,0,10773,63271
2,97,5,1000,1,1,0,1,0,6,1,8,8,11606,5264,935,0,0,7398,25203
4,70,2,0,1,1,0,1,0,5,1,7,9,5558,4649,864,0,0,2719,13790
2,191,6,10000,1,1,0,1,1,10,5,12,10,41565,9177,1830,0,4363,12333,69268
2,70,7,0,1,1,0,1,0,3,1,8,8,15283,3831,976,0,0,3427,23517
3,255,1,0,1,1,1,1,0,15,6,12,8,39085,4072,2849,11868,0,13877,71751
4,27,3,0,1,1,0,1,0,2,1,4,8,1667,1903,283,0,0,3965,7818
1,131,2,2000,1,1,1,1,1,10,4,10,10,11121,7042,1751,7724,1493,9343,38474
2,85,7,2000,1,1,0,1,1,5,2,8,8,15360,3255,837,0,2155,6431,28038
1,52,4,7000,1,1,0,1,1,2,1,7,8,5772,2202,535,0,2540,3961,15010
2,137,8,5000,1,1,1,1,1,13,3,12,10,34261,9394,1446,7959,2982,8049,64091
0,196,4,0,1,1,0,0,0,17,3,11,6,24983,2546,0,0,0,11322,38851
4,52,5,0,1,1,0,1,0,3,1,8,9,7074,2969,482,0,0,4339,14864
1,173,1,0,0,1,0,0,0,8,3,0,10,0,10098,0,0,0,11922,22020
2,97,4,0,1,1,1,1,0,7,1,8,8,11399,3859,1394,6944,0,9116,32712
3,104,1,0,1,1,0,1,0,8,2,10,8,9673,1963,977,0,0,8765,21378
3,82,3,0,1,0,0,1,0,6,1,6,0,3531,0,1088,0,0,7178,11797
2,93,8,1000,1,1,0,1,1,6,2,8,8,19280,3777,1244,0,1950,7301,33552
0,103,1,0,1,1,0,0,0,7,1,10,6,9937,1670,0,0,0,8272,19879
3,196,3,0,1,1,0,1,0,17,5,10,8,18255,3411,1819,0,0,12622,36107
3,142,1,0,1,1,1,1,0,7,3,10,8,13194,2560,1353,10212,0,8854,36173
4,22,3,0,1,1,0,1,0,2,1,4,8,1399,1823,181,0,0,4766,8169
1,120,3,7000,1,1,1,1,1,10,3,10,10,9795,7447,1555,5934,3313,7762,35806
0,94,3,0,1,0,0,1,0,6,2,6,0,3885,0,961,0,0,9018,13864
0,197,3,0,1,0,1,0,0,16,3,10,0,16724,0,0,14175,0,10099,40998
1,164,4,0,1,1,1,1,0,9,4,11,10,27583,9054,1781,7535,0,14342,60295
4,100,2,0,1,1,1,1,0,7,2,11,11,9628,5834,1218,5929,0,6887,29496
1,85,1,2000,1,1,1,1,1,6,1,6,8,4575,4873,680,4058,1673,7828,23687
4,37,2,0,1,1,1,1,0,2,1,4,8,2193,2645,509,715,0,1757,7819
2,125,8,0,1,1,1,1,0,7,2,12,10,27223,7477,1066,6515,0,9088,51369
1,195,2,5000,0,1,0,1,0,15,4,0,10,0,11475,1849,0,0,11087,24411
4,31,3,0,1,1,0,1,0,2,1,4,8,1419,2363,282,0,0,2100,6164
3,86,2,0,1,0,1,1,0,5,1,6,0,4426,0,697,6773,0,7267,19163
1,181,1,0,1,1,1,1,0,10,4,10,10,14306,11221,2197,9835,0,8903,46462
0,64,2,1000,1,1,0,0,1,5,1,6,4,2590,592,0,0,1851,2053,7086
2,107,6,10000,1,1,0,1,1,8,3,12,10,25093,5904,1217,0,3897,7464,43575
0,99,3,0,0,0,0,1,0,4,1,0,0,0,0,997,0,0,6238,7235
4,68,4,0,1,1,0,1,0,6,1,8,9,9515,3228,562,0,0,5022,18327
0,94,2,15000,1,0,0,0,0,8,1,6,0,4009,0,0,0,0,7333,11342
1,137,4,0,1,1,1,0,0,13,3,11,10,19135,8629,0,9525,0,9168,46457
1,122,2,3000,1,1,1,1,1,9,2,10,10,9097,8598,1592,8827,1864,7784,37762
3,189,2,0,1,0,0,1,0,11,5,10,0,16436,0,2117,0,0,10087,28640
4,81,4,0,1,1,0,1,0,6,2,8,9,10289,3630,663,0,0,7291,21873
0,185,2,0,1,1,1,0,0,15,3,10,6,13834,2578,0,13943,0,12002,42357
3,90,3,0,1,1,0,1,0,7,1,6,6,3911,1146,761,0,0,7397,13215
0,175,4,15000,1,0,1,0,1,14,4,11,0,24143,0,0,7119,3956,12535,47753
2,152,4,0,1,1,1,1,0,8,4,12,10,27046,6538,1388,8642,0,11519,55133
4,27,5,0,1,1,0,1,0,2,1,5,8,3427,1926,323,0,0,2130,7806
2,55,4,0,1,1,0,1,0,5,1,8,8,7664,3459,468,0,0,4742,16333
2,58,6,15000,1,1,1,1,1,3,1,8,8,11269,2865,601,1074,3978,2971,22758
1,71,4,0,1,1,1,1,0,7,1,7,8,8602,4372,1020,917,0,2356,17267
1,20,2,5000,1,1,0,1,1,2,1,3,7,489,1253,191,0,2608,1973,6514
3,95,1,0,1,0,0,1,0,7,2,6,0,4017,0,1323,0,0,7072,12412
1,38,4,0,1,1,0,0,0,2,1,4,7,3255,1611,0,0,0,4090,8956
0,25,3,20000,1,0,0,0,0,2,1,3,0,667,0,0,0,0,2049,2716
3,289,3,0,1,1,0,1,0,14,9,12,8,47975,4679,2533,0,0,13449,68636
3,130,3,0,1,0,0,1,0,10,2,10,0,10501,0,1796,0,0,7630,19927
0,62,1,1000,1,0,1,0,1,3,1,6,0,2924,0,0,735,1560,3371,8590
4,41,3,0,1,1,0,1,0,2,1,4,8,2008,3026,410,0,0,3112,8556
3,114,2,0,1,1,1,1,0,9,2,10,8,10724,2247,992,8581,0,9271,31815
1,133,2,2000,1,1,1,0,1,8,4,10,10,11718,7147,0,7085,2257,7487,35694
0,26,4,0,1,1,1,1,0,2,1,4,3,2760,296,341,268,0,4590,8255
2,86,7,1000,1,1,1,1,1,8,2,8,8,14638,5698,800,5595,1434,8924,37089
2,70,8,0,1,1,0,1,0,3,1,8,8,11717,3758,706,0,0,5027,21208
0,76,2,10000,1,0,1,0,1,4,2,6,0,3347,0,0,1149,4353,2908,11757
3,109,3,0,1,0,1,1,0,10,2,10,0,8642,0,1058,6286,0,10669,26655
0,175,2,3000,1,1,1,0,1,10,4,10,6,13435,2363,0,9389,2127,11104,38418
1,137,2,2000,1,1,0,1,1,9,3,10,10,10694,6738,1888,0,1526,8717,29563
0,93,3,1000,1,0,0,0,1,6,2,6,0,4485,0,0,0,1631,7980,14096
4,63,2,0,1,1,0,1,0,3,1,7,9,5020,3548,629,0,0,4088,13285
3,294,3,0,1,0,1,1,0,15,8,12,0,49569,0,4341,12836,0,14238,80984
3,120,3,0,1,1,1,1,0,8,2,10,8,9656,2525,1087,9473,0,8944,31685
1,81,1,0,1,1,0,1,0,5,2,6,8,4043,4735,1181,0,0,6604,16563
1,19,2,15000,1,1,0,1,1,2,1,3,7,638,1023,199,0,4495,2240,8595
1,63,3,2000,1,1,1,1,1,3,1,6,8,2444,2528,733,965,1649,2045,10364
1,171,4,20000,1,1,0,0,0,11,4,11,10,26526,11090,0,0,0,10349,47965
4,94,5,0,1,1,0,1,0,9,2,8,9,11956,4186,1114,0,0,6644,23900
1,182,4,0,1,1,1,1,0,9,3,11,10,27067,12891,2323,13236,0,10992,66509
4,22,4,0,1,1,0,1,0,2,1,5,8,2462,1657,321,0,0,2409,6849
4,50,4,0,1,1,0,1,0,5,1,8,9,6797,3255,729,0,0,3156,13937
1,139,2,0,0,1,1,1,0,9,3,0,10,0,10163,1325,6804,0,7350,25642
4,83,3,0,1,1,0,1,0,5,2,7,9,5377,4341,885,0,0,6248,16851
1,78,4,0,1,1,0,0,0,6,1,7,8,7556,3558,0,0,0,3592,14706
0,90,4,0,0,0,0,1,0,5,2,0,0,0,0,1336,0,0,6400,7736
3,282,3,0,1,0,1,1,0,17,6,12,0,43406,0,3930,20373,0,10992,78701
0,45,3,5000,1,0,0,1,1,4,1,3,0,1148,0,405,0,2918,2469,6940
2,98,8,0,1,1,1,1,0,7,2,8,8,18366,4622,1266,7222,0,8696,40172
2,75,8,2000,1,1,0,1,0,4,1,8,8,13551,4973,760,0,0,3337,22621
1,17,4,5000,1,1,0,0,0,2,1,4,7,1671,870,0,0,0,2152,4693
1,190,1,0,1,1,0,0,0,17,5,10,10,18136,12705,0,0,0,12271,43112
0,219,1,0,1,1,0,1,0,15,3,12,6,28769,2401,3099,0,0,11169,45438
2,161,7,0,1,1,1,1,0,12,3,12,10,41051,12054,1614,9978,0,12666,77363
3,88,3,0,1,0,0,1,0,4,1,6,0,4182,0,761,0,0,6699,11642
4,57,4,0,1,1,0,1,0,4,1,8,9,7349,3105,474,0,0,2160,13088
1,148,1,5000,1,1,1,1,1,10,2,10,10,14730,8384,1773,11314,2696,7789,46686
0,193,2,0,1,1,0,1,0,14,6,10,6,15500,2176,1580,0,0,11830,31086
4,82,3,0,1,1,0,1,0,4,1,7,9,5871,3744,1218,0,0,4782,15615
1,113,4,1000,1,1,1,0,1,8,3,11,10,16139,5758,0,4721,1523,7504,35645
1,140,1,10000,1,1,1,1,1,7,3,10,10,11113,7157,1759,11096,5145,7645,43915
1,96,2,0,1,1,0,0,0,6,1,6,8,3727,3939,0,0,0,5798,13464
1,134,4,0,1,1,1,1,0,10,2,11,10,20104,8816,1389,7983,0,7215,45507
1,140,4,0,0,1,1,1,0,8,3,0,10,0,6574,1559,7550,0,8086,23769
2,171,6,7000,1,1,1,1,1,11,3,12,10,36445,8113,2338,7603,2246,13779,70524
4,87,3,0,1,1,0,1,0,5,2,7,9,6166,3782,1140,0,0,5805,16893
1,81,4,15000,1,1,0,1,1,4,1,7,8,7625,3299,1021,0,3793,6524,22262
2,58,6,10000,1,1,0,1,1,5,1,8,8,9470,2442,824,0,4705,3247,20688
2,98,4,1000,1,1,1,1,1,8,2,8,8,13899,6691,1450,6268,1844,6504,36656
1,105,1,1000,0,1,0,1,0,6,2,0,10,0,6229,975,0,0,8434,15638
0,146,1,20000,1,0,1,1,1,9,3,10,0,13929,0,1779,7739,3764,6273,33484
1,117,1,0,1,1,1,0,0,5,1,10,10,8959,6821,0,4958,0,7894,28632
2,136,4,15000,1,1,0,1,1,9,2,12,10,25690,7847,1852,0,3773,8587,47749
3,237,3,0,1,1,1,1,0,13,5,12,8,30229,3552,2386,15905,0,13437,65509
3,120,2,0,1,0,1,1,0,8,2,10,0,9638,0,1291,6333,0,9663,26925
0,156,2,1000,1,1,1,1,1,9,3,10,6,11340,2355,1923,9232,1815,9647,36312
3,148,1,0,1,0,0,1,0,7,3,10,0,12243,0,1603,0,0,8564,22410
4,86,5,0,1,1,0,1,0,7,2,8,9,11810,5212,735,0,0,6367,24124
3,208,3,0,1,1,1,1,0,20,5,12,8,31562,3881,2715,10207,0,11797,60162
0,177,4,10000,1,0,0,0,1,11,3,11,0,29428,0,0,0,4575,11872,45875
2,121,6,5000,1,1,1,1,1,12,2,12,10,27296,6814,1074,6139,3267,8141,52731
2,148,4,7000,1,1,1,1,1,7,2,12,10,24777,9651,1844,9841,2451,8423,56987
4,86,3,0,1,1,0,1,0,5,1,7,9,6292,4290,741,0,0,6153,17476
0,176,3,2000,1,0,1,1,1,14,5,10,0,17456,0,2493,11049,1523,10177,42698
1,37,3,10000,1,1,0,1,1,2,1,3,7,932,1612,362,0,4108,3675,10689
3,224,3,0,1,0,1,1,0,22,6,12,0,31175,0,3359,15839,0,14926,65299
2,59,7,0,1,1,0,1,0,5,1,8,8,10401,3658,661,0,0,3376,18096
1,108,1,0,1,1,0,1,0,6,3,10,10,8211,7717,1013,0,0,9866,26807
1,25,2,20000,1,1,1,1,1,2,1,3,7,707,1326,337,271,4799,3468,10908
3,226,1,0,1,0,1,1,0,11,7,12,0,35106,0,3374,17039,0,11661,67180
2,64,6,7000,1,1,0,1,1,4,1,8,8,14511,3157,527,0,2648,5009,25852
3,162,2,0,1,1,1,1,0,10,2,10,8,15492,2538,1312,9820,0,10947,40109
3,220,1,0,1,1,0,1,0,11,4,12,8,30898,3794,1885,0,0,13202,49779
1,168,3,2000,1,1,0,0,1,9,3,10,10,12432,8367,0,0,1477,13409,35685
0,83,3,15000,1,0,0,0,1,4,2,6,0,3114,0,0,0,3846,5924,12884
2,158,6,0,1,1,0,1,0,7,4,12,10,37541,7868,2210,0,0,11579,59198
1,128,3,0,1,1,1,1,0,9,2,10,10,9841,6048,1459,6660,0,7609,31617
1,123,4,1000,0,1,0,1,1,6,2,0,10,0,7675,1428,0,1417,7757,18277
0,222,1,10000,1,1,0,1,1,11,3,12,6,34275,3029,2246,0,4363,10729,54642
4,61,3,0,1,1,0,1,0,3,1,7,9,3575,2567,528,0,0,4365,11035
2,171,7,3000,1,1,1,1,1,12,4,12,10,38862,11355,1454,7710,2014,12211,73606
0,216,4,0,1,0,1,0,0,12,4,13,0,42441,0,0,12110,0,10543,65094
1,36,1,10000,0,1,0,1,0,2,1,0,7,0,1425,513,0,0,3275,5213
1,42,3,15000,1,1,0,0,1,3,1,3,7,1176,2803,0,0,4593,2208,10780
1,156,4,5000,0,1,0,1,0,14,4,0,10,0,7833,1463,0,0,10665,19961
4,56,3,0,1,1,0,1,0,4,1,7,9,4150,3799,647,0,0,3047,11643
1,108,1,0,1,1,1,1,0,6,2,10,10,7609,4788,983,8178,0,7743,29301
2,59,8,15000,1,1,0,1,1,3,1,8,8,12546,3524,864,0,4362,3895,25191
3,131,3,0,1,0,1,1,0,8,3,10,0,11490,0,1724,5329,0,9034,27577
4,23,2,0,1,1,0,1,0,2,1,4,8,1001,2406,276,0,0,4480,8163
2,32,4,0,1,1,1,1,0,2,1,5,7,4009,1844,403,474,0,4101,10831
4,83,2,0,1,1,0,1,0,4,1,7,9,5535,5091,818,0,0,7283,18727
3,259,1,0,1,0,0,1,0,25,5,12,0,39335,0,3456,0,0,15254,58045
3,268,2,0,1,1,0,1,0,14,4,12,8,39639,4267,2447,0,0,12271,58624
3,220,2,0,1,0,1,1,0,11,6,12,0,30019,0,1780,11469,0,13349,56617
3,85,3,0,1,0,0,1,0,6,1,6,0,3718,0,1267,0,0,7871,12856
3,225,2,0,1,1,0,1,0,20,5,12,8,32872,3554,3319,0,0,13055,52800
2,100,4,5000,1,1,0,1,1,5,2,12,10,18690,6846,1064,0,2521,9196,38317
1,118,3,0,1,1,1,1,0,8,2,10,10,11432,6981,1028,6817,0,7257,33515
4,37,5,0,1,1,0,1,0,2,1,5,8,3589,2733,372,0,0,4524,11218
3,286,3,0,1,1,1,1,0,17,5,12,8,38716,3731,4109,22576,0,14506,83638
3,298,3,0,1,0,0,1,0,18,6,12,0,37352,0,3424,0,0,11640,52416
4,51,4,0,1,1,1,1,0,4,1,8,9,6556,2644,708,613,0,3138,13659
