event_type,event_type_name,expected_participants,duration_hours,prize_pool,refreshments_needed,stationary_needed,goodies_needed,physical_certificate,trophies_needed,volunteers_needed,rooms_needed,refreshment_item_count,stationery_item_count,expense_refreshments,expense_stationery,expense_certificates,expense_goodies,expense_trophies,expense_other,total_expense
1,Technical,114,2,3000,1,1,1,1,1,5,3,3,1,4655,584,1432,2823,1510,10286,21290
0,Non-Technical,235,4,15000,1,1,1,0,0,13,4,1,3,15910,9875,0,14644,0,7214,47643
3,Seminar,214,2,0,1,0,0,1,0,14,6,1,0,3518,0,2567,0,0,8069,14154
4,Workshop,38,2,0,1,1,1,1,0,2,1,4,1,2015,382,552,3090,0,5799,11838
2,Hackathon,75,6,15000,1,0,0,1,1,7,1,1,0,15171,0,1106,0,3227,5257,24761
2,Hackathon,150,8,0,1,1,0,1,0,11,2,2,3,32265,5551,1950,0,0,5003,44769
4,Workshop,20,2,0,1,1,1,1,0,2,1,2,1,529,670,388,1882,0,8050,11519
1,Technical,29,3,5000,1,0,1,1,0,2,1,2,0,807,0,605,1084,0,3123,5619
3,Seminar,182,3,0,1,1,0,1,0,11,3,3,5,5938,10981,2811,0,0,14086,33816
4,Workshop,21,2,0,0,1,0,1,0,2,1,0,4,0,1544,498,0,0,9895,11937
4,Workshop,84,5,0,1,1,0,1,0,4,2,3,5,2529,3495,1120,0,0,3711,10855
0,Non-Technical,188,4,5000,1,0,0,1,1,13,4,3,0,7169,0,1788,0,3453,5445,17855
2,Hackathon,105,4,0,1,0,0,1,0,7,3,2,0,10317,0,1466,0,0,10586,22369
1,Technical,68,2,0,1,1,1,1,0,3,2,4,4,3926,3945,1135,1194,0,9915,20115
1,Technical,99,3,10000,1,0,0,1,1,4,1,4,0,4107,0,1464,0,2022,5399,12992
0,Non-Technical,188,4,0,1,0,0,1,0,10,3,2,0,3422,0,1678,0,0,9924,15024
1,Technical,67,4,3000,1,1,1,1,1,2,2,3,4,6463,3446,991,1186,2042,8271,22399
3,Seminar,101,1,0,1,0,1,0,0,6,1,3,0,4504,0,0,5407,0,11694,21605
1,Technical,54,3,0,1,0,1,0,0,4,1,3,0,2110,0,0,3147,0,6904,12161
2,Hackathon,173,4,20000,0,1,0,1,1,7,3,0,4,0,7952,2133,0,2379,7717,20181
0,Non-Technical,48,2,0,1,1,0,1,0,2,1,3,4,1837,2344,469,0,0,10514,15164
1,Technical,78,2,0,1,1,0,1,0,7,1,1,5,905,3393,1100,0,0,7587,12985
3,Seminar,274,3,0,1,1,0,1,0,24,7,2,4,4571,4542,3014,0,0,9961,22088
0,Non-Technical,42,2,0,1,1,0,1,0,2,1,3,2,1711,1380,789,0,0,8912,12792
3,Seminar,240,1,0,1,1,0,1,0,21,4,3,4,8948,11721,3606,0,0,5163,29438
3,Seminar,265,3,0,1,1,0,1,0,17,5,1,1,3143,2986,2610,0,0,12682,21421
1,Technical,25,3,0,1,0,1,1,0,2,1,2,0,740,0,437,1313,0,2861,5351
0,Non-Technical,233,4,0,1,1,0,1,0,23,5,1,1,13460,8991,2859,0,0,3547,28857
1,Technical,100,1,20000,1,1,1,1,1,9,2,4,4,4292,2223,1397,1740,2491,6263,18406
2,Hackathon,168,7,0,0,1,0,1,0,6,3,0,3,0,5514,2406,0,0,8475,16395
2,Hackathon,40,7,1000,1,1,0,1,1,2,1,1,2,5704,506,645,0,1764,3417,12036
1,Technical,129,1,3000,1,0,0,1,1,8,2,3,0,4019,0,1737,0,2363,6575,14694
3,Seminar,100,3,0,0,0,0,1,0,6,2,0,0,0,0,1415,0,0,4642,6057
4,Workshop,73,4,0,1,0,0,0,0,5,1,1,0,920,0,0,0,0,5330,6250
1,Technical,41,3,10000,1,0,1,1,0,2,1,3,0,1366,0,582,2650,0,5517,10115
2,Hackathon,174,5,1000,1,1,0,1,1,17,4,4,4,21224,6901,2691,0,1721,5521,38058
2,Hackathon,63,8,0,1,1,0,0,0,5,1,2,4,11192,1252,0,0,0,8701,21145
3,Seminar,58,1,0,1,1,0,1,0,2,1,3,4,2067,2854,535,0,0,6060,11516
4,Workshop,21,2,0,0,0,1,0,0,2,1,0,0,0,0,0,1940,0,3572,5512
4,Workshop,48,5,0,1,1,0,1,0,4,1,1,5,731,2604,762,0,0,3763,7860
3,Seminar,251,3,0,1,1,1,1,0,11,5,3,1,7424,2480,3221,2993,0,6640,22758
2,Hackathon,71,4,0,1,0,1,1,0,3,1,1,0,1788,0,1085,3411,0,7137,13421
1,Technical,190,3,0,1,1,0,1,0,13,3,1,3,2630,7690,2336,0,0,15088,27744
1,Technical,84,4,0,1,0,0,1,0,7,2,4,0,6974,0,1321,0,0,5886,14181
0,Non-Technical,106,2,7000,0,0,1,0,1,8,2,0,0,0,0,0,8368,2909,8427,19704
4,Workshop,82,3,0,1,0,0,1,0,3,1,4,0,3626,0,1084,0,0,5339,10049
3,Seminar,165,2,0,1,0,0,1,0,8,3,2,0,4587,0,1792,0,0,13945,20324
4,Workshop,77,2,0,1,1,0,1,0,6,1,2,4,1701,3696,1174,0,0,10036,16607
0,Non-Technical,211,2,0,1,1,0,1,0,10,3,4,1,12295,1010,2138,0,0,3984,19427
3,Seminar,115,1,0,1,1,1,0,0,5,2,1,1,2846,607,0,6337,0,11798,21588
3,Seminar,58,2,0,1,0,1,1,0,3,1,3,0,1801,0,630,1099,0,5844,9374
4,Workshop,100,4,0,1,1,1,1,0,6,1,1,2,7686,3027,1459,4912,0,5413,22497
0,Non-Technical,20,4,10000,1,0,1,1,1,2,1,1,0,1470,0,440,1204,3140,7309,13563
0,Non-Technical,50,1,5000,1,1,0,1,1,3,1,4,1,2492,1793,638,0,2227,9873,17023
0,Non-Technical,203,2,7000,1,1,0,1,1,9,5,2,5,4581,10305,2791,0,1834,7081,26592
2,Hackathon,130,7,0,1,0,0,0,0,8,2,4,0,14266,0,0,0,0,5774,20040
2,Hackathon,85,6,7000,1,0,0,1,1,4,1,2,0,17454,0,1320,0,1797,5752,26323
2,Hackathon,159,4,1000,1,0,0,0,1,15,2,4,0,6885,0,0,0,2412,6984,16281
3,Seminar,176,3,0,1,0,0,1,0,9,4,1,0,3402,0,1705,0,0,9857,14964
1,Technical,20,2,0,1,0,1,0,0,2,1,4,0,1117,0,0,636,0,6165,7918
0,Non-Technical,220,1,0,0,1,0,0,0,13,3,0,5,0,10154,0,0,0,11980,22134
0,Non-Technical,167,4,0,0,0,0,1,0,6,3,0,0,0,0,1539,0,0,6827,8366
2,Hackathon,183,5,7000,1,1,1,0,1,13,4,4,3,22489,7504,0,10209,1806,7314,49322
1,Technical,140,2,10000,1,0,0,0,0,8,3,1,0,1968,0,0,0,0,6071,8039
3,Seminar,156,3,0,1,0,0,0,0,8,2,1,0,2299,0,0,0,0,11748,14047
4,Workshop,93,4,0,1,1,1,1,0,5,1,1,1,7670,674,1258,2107,0,9205,20914
2,Hackathon,148,8,2000,1,1,0,1,1,7,3,1,5,24077,7212,2190,0,1561,6997,42037
3,Seminar,230,3,0,1,1,1,0,0,14,5,4,4,9516,11178,0,3636,0,10887,35217
0,Non-Technical,181,1,20000,1,0,1,1,1,13,4,2,0,3547,0,2738,14873,3150,3883,28191
4,Workshop,72,4,0,1,1,0,1,0,4,1,4,1,2895,412,1133,0,0,9179,13619
0,Non-Technical,64,2,1000,0,0,1,1,1,3,1,0,0,0,0,756,3183,3719,8129,15787
4,Workshop,45,3,0,0,1,0,1,0,2,1,0,2,0,814,516,0,0,10654,11984
1,Technical,87,4,0,1,1,0,0,0,8,2,4,3,10309,3649,0,0,0,3681,17639
2,Hackathon,39,6,15000,0,1,0,1,1,3,1,0,3,0,694,615,0,2025,5720,9054
3,Seminar,78,3,0,1,1,1,1,0,3,1,1,1,1315,385,768,2228,0,4809,9505
1,Technical,40,1,10000,1,0,0,1,1,2,1,2,0,1168,0,428,0,4602,6949,13147
1,Technical,110,3,5000,1,1,1,1,1,8,3,3,2,4242,4779,1204,7262,1490,6607,25584
3,Seminar,135,1,0,1,1,1,0,0,5,3,1,3,1279,2061,0,7941,0,7775,19056
0,Non-Technical,226,3,10000,1,1,0,1,0,12,4,1,1,2772,6850,2798,0,0,9969,22389
3,Seminar,144,2,0,1,1,0,1,0,9,3,2,3,4338,1722,2252,0,0,10889,19201
1,Technical,15,2,1000,1,1,1,1,1,2,1,1,5,545,831,306,1353,1960,7590,12585
0,Non-Technical,58,1,20000,1,0,0,0,1,2,1,3,0,2014,0,0,0,2312,5841,10167
1,Technical,75,3,5000,0,0,0,1,1,4,1,0,0,0,0,863,0,3323,6999,11185
3,Seminar,231,2,0,0,1,0,0,0,9,5,0,2,0,8345,0,0,0,11199,19544
3,Seminar,242,3,0,0,0,1,1,0,16,6,0,0,0,0,2965,19319,0,8408,30692
1,Technical,105,4,0,1,1,0,1,0,8,1,1,4,2447,2439,1673,0,0,11585,18144
2,Hackathon,105,4,3000,1,1,0,0,0,10,2,4,4,5485,2455,0,0,0,4380,12320
1,Technical,105,3,7000,0,0,1,0,1,5,1,0,0,0,0,0,5948,1721,4703,12372
4,Workshop,67,2,0,1,0,1,1,0,3,2,3,0,2607,0,913,4945,0,6332,14797
2,Hackathon,146,8,0,1,0,0,1,0,10,2,2,0,3341,0,1988,0,0,10544,15873
0,Non-Technical,91,4,5000,1,1,1,0,1,7,1,4,2,4187,3634,0,2320,1846,9300,21287
2,Hackathon,98,6,0,1,1,0,1,0,4,2,4,5,15062,5195,1136,0,0,6018,27411
4,Workshop,79,5,0,1,1,1,1,0,7,1,3,3,2560,1490,862,6073,0,4566,15551
3,Seminar,64,1,0,1,1,0,1,0,4,1,4,4,3439,2248,803,0,0,11041,17531
0,Non-Technical,156,3,0,1,1,0,0,0,7,3,2,4,4977,6049,0,0,0,11189,22215
2,Hackathon,100,8,3000,1,1,0,1,1,7,2,3,5,24290,4721,1379,0,3275,8668,42333
3,Seminar,73,2,0,1,1,0,1,0,3,1,3,5,2050,3435,1173,0,0,11780,18438
4,Workshop,65,3,0,1,0,0,0,0,2,1,4,0,2518,0,0,0,0,8329,10847
2,Hackathon,163,7,0,1,0,0,0,0,8,4,4,0,31349,0,0,0,0,9479,40828
3,Seminar,221,2,0,1,0,0,1,0,9,4,1,0,3296,0,2045,0,0,3038,8379
4,Workshop,99,5,0,0,1,1,0,0,9,2,0,2,0,1446,0,4431,0,5872,11749
3,Seminar,95,1,0,1,0,0,1,0,6,2,4,0,3930,0,1056,0,0,9043,14029
2,Hackathon,38,7,20000,1,0,0,0,0,2,1,3,0,6479,0,0,0,0,7587,14066
3,Seminar,189,1,0,1,1,1,1,0,11,4,3,1,5733,982,2957,12229,0,10933,32834
1,Technical,119,1,3000,1,0,1,0,0,5,2,2,0,3664,0,0,2924,0,12812,19400
3,Seminar,71,3,0,1,0,0,1,0,2,1,2,0,1360,0,875,0,0,9179,11414
4,Workshop,42,2,0,1,1,0,1,0,2,1,3,5,1487,2775,693,0,0,12666,17621
2,Hackathon,176,8,15000,1,1,0,0,1,9,3,3,2,17997,1292,0,0,1643,8832,29764
4,Workshop,47,4,0,1,1,0,1,0,2,1,1,2,4170,2273,797,0,0,7040,14280
1,Technical,126,4,0,1,0,1,0,0,5,2,1,0,2309,0,0,5972,0,4848,13129
3,Seminar,226,1,0,1,1,1,1,0,13,4,2,3,5232,3111,2337,3181,0,14404,28265
3,Seminar,171,3,0,1,1,1,1,0,7,5,4,2,8244,1670,2276,2476,0,13174,27840
4,Workshop,34,3,0,0,1,1,1,0,2,1,0,4,0,2461,453,2060,0,5604,10578
2,Hackathon,70,7,20000,0,0,0,1,1,6,1,0,0,0,0,1117,0,2600,6243,9960
3,Seminar,140,3,0,1,0,0,0,0,7,2,1,0,1411,0,0,0,0,4660,6071
2,Hackathon,69,5,10000,1,1,0,1,1,4,1,2,3,5516,925,908,0,3652,6657,17658
1,Technical,183,3,0,1,0,1,0,0,7,3,2,0,5317,0,0,2629,0,9438,17384
1,Technical,98,4,0,1,1,0,0,0,4,1,2,4,1880,5801,0,0,0,7206,14887
2,Hackathon,42,8,0,1,0,0,1,0,4,1,4,0,5443,0,411,0,0,7408,13262
1,Technical,77,1,10000,1,1,1,1,1,4,2,4,4,3670,1688,1136,4803,3703,7346,22346
1,Technical,60,3,20000,1,0,0,1,1,4,1,2,0,2000,0,625,0,2313,8385,13323
4,Workshop,58,2,0,1,0,0,1,0,5,1,1,0,416,0,572,0,0,9005,9993
2,Hackathon,40,6,0,1,1,0,1,0,2,1,2,4,4034,2307,634,0,0,9050,16025
2,Hackathon,44,7,0,1,1,1,1,0,2,1,1,5,5350,2095,509,3840,0,6245,18039
1,Technical,70,3,0,0,0,1,0,0,7,1,0,0,0,0,0,1590,0,7782,9372
4,Workshop,73,5,0,1,0,1,1,0,4,1,2,0,6629,0,780,5932,0,10922,24263
2,Hackathon,97,8,7000,1,1,0,1,1,5,2,3,4,3739,1929,1273,0,5226,6356,18523
2,Hackathon,191,7,10000,1,1,1,1,0,8,5,4,3,37917,2693,2988,3283,0,8030,54911
2,Hackathon,71,4,0,1,1,1,1,0,3,1,1,4,6023,4098,1005,1448,0,10141,22715
4,Workshop,65,5,0,1,0,0,1,0,2,1,3,0,2423,0,883,0,0,4341,7647
0,Non-Technical,230,4,0,1,0,1,0,0,9,3,2,0,14664,0,0,5307,0,6956,26927
3,Seminar,133,1,0,1,0,0,1,0,12,3,1,0,2233,0,1920,0,0,3539,7692
3,Seminar,146,3,0,1,1,1,1,0,10,2,4,2,6965,1162,2080,2139,0,11332,23678
3,Seminar,174,3,0,0,0,0,1,0,7,3,0,0,0,0,1836,0,0,12941,14777
1,Technical,112,2,7000,1,0,0,0,1,6,3,1,0,2038,0,0,0,3613,11585,17236
2,Hackathon,199,5,15000,1,1,1,1,1,7,3,2,3,5186,1958,2687,3204,3390,9127,25552
0,Non-Technical,248,3,0,1,0,0,1,0,17,4,3,0,10393,0,2509,0,0,11453,24355
4,Workshop,71,5,0,1,1,0,0,0,6,1,4,5,7024,4169,0,0,0,5109,16302
4,Workshop,82,4,0,1,1,0,1,0,3,1,2,1,8304,498,850,0,0,7907,17559
3,Seminar,166,2,0,1,0,1,1,0,8,3,1,0,2239,0,1682,12189,0,6753,22863
4,Workshop,62,5,0,0,0,0,1,0,5,1,0,0,0,0,646,0,0,7906,8552
2,Hackathon,178,8,0,1,0,0,1,0,11,3,3,0,29099,0,2741,0,0,8499,40339
4,Workshop,50,3,0,0,0,1,1,0,2,1,0,0,0,0,723,4166,0,9686,14575
1,Technical,159,3,5000,1,1,0,0,1,7,3,4,4,6835,3250,0,0,4692,14416,29193
0,Non-Technical,71,4,5000,1,0,1,1,1,5,1,1,0,4743,0,917,1164,2019,8732,17575
3,Seminar,82,2,0,1,1,0,1,0,7,1,3,5,2668,5495,1094,0,0,6496,15753
4,Workshop,25,3,0,1,0,0,1,0,2,1,3,0,899,0,445,0,0,6051,7395
0,Non-Technical,185,2,15000,1,1,1,1,1,18,4,1,5,2493,9049,1778,11006,2012,7288,33626
1,Technical,111,3,15000,1,0,1,0,1,6,2,3,0,3396,0,0,2133,1560,8117,15206
3,Seminar,242,3,0,1,0,1,0,0,20,4,2,0,5392,0,0,17372,0,10826,33590
3,Seminar,99,3,0,1,0,1,1,0,5,1,2,0,2408,0,1333,7478,0,5782,17001
1,Technical,60,3,2000,0,0,1,0,1,2,1,0,0,0,0,0,4618,3016,7523,15157
4,Workshop,94,5,0,1,1,1,0,0,4,3,4,2,8337,4077,0,1426,0,8494,22334
1,Technical,39,1,0,1,1,1,1,0,2,1,2,5,900,2126,562,2726,0,5121,11435
1,Technical,52,1,0,0,0,1,0,0,3,1,0,0,0,0,0,2855,0,8098,10953
2,Hackathon,121,6,0,1,1,0,1,0,8,3,2,2,14356,3152,1246,0,0,7729,26483
1,Technical,138,4,3000,1,1,1,0,1,13,3,2,1,14008,978,0,9474,3566,10607,38633
2,Hackathon,150,6,0,1,1,1,1,0,9,3,2,3,30954,1771,1872,11710,0,5920,52227
4,Workshop,79,3,0,1,0,1,1,0,3,1,3,0,2673,0,1141,4884,0,5767,14465
2,Hackathon,58,7,0,1,0,1,1,0,2,1,2,0,5979,0,748,3247,0,10077,20051
4,Workshop,99,4,0,0,1,0,1,0,8,2,0,4,0,4687,988,0,0,5139,10814
3,Seminar,90,3,0,1,0,1,1,0,4,1,3,0,3723,0,1378,2400,0,5076,12577
1,Technical,185,4,0,0,0,1,0,0,13,4,0,0,0,0,0,3615,0,9438,13053
1,Technical,137,1,2000,0,1,0,1,1,5,3,0,3,0,1648,1945,0,3828,8602,16023
0,Non-Technical,120,1,7000,1,0,1,1,1,4,3,1,0,1976,0,1574,5231,5078,10470,24329
4,Workshop,91,5,0,1,1,1,1,0,4,2,1,4,1702,4310,1470,7169,0,4418,19069
1,Technical,131,2,5000,1,1,0,1,1,5,3,2,1,2758,616,1767,0,4452,4173,13766
3,Seminar,243,3,0,1,0,0,1,0,24,6,1,0,4127,0,2966,0,0,3417,10510
0,Non-Technical,44,4,0,1,1,0,0,0,3,1,3,4,4663,2421,0,0,0,8305,15389
0,Non-Technical,155,4,7000,1,0,0,0,1,11,4,4,0,14017,0,0,0,3336,5121,22474
1,Technical,109,4,0,0,1,1,1,0,6,3,0,2,0,947,1746,8634,0,8136,19463
0,Non-Technical,210,2,3000,1,1,0,0,1,8,3,1,4,3161,9853,0,0,3675,8672,25361
4,Workshop,82,4,0,1,0,0,0,0,4,1,3,0,3651,0,0,0,0,7537,11188
0,Non-Technical,153,4,10000,1,1,1,1,1,8,2,3,5,15553,7900,2212,10345,2240,6024,44274
0,Non-Technical,189,1,5000,1,1,0,0,1,12,4,3,5,5290,10361,0,0,4792,5478,25921
4,Workshop,96,2,0,1,1,1,0,0,4,1,4,3,4470,5149,0,2220,0,8006,19845
1,Technical,42,4,15000,1,0,1,1,1,2,1,3,0,3373,0,589,1112,2142,9501,16717
4,Workshop,95,2,0,1,0,0,0,0,4,1,1,0,639,0,0,0,0,4564,5203
1,Technical,170,1,2000,1,0,1,1,1,14,3,4,0,7820,0,2284,2339,2195,17196,31834
0,Non-Technical,160,3,0,1,1,0,1,0,7,3,3,3,4353,7530,2337,0,0,8889,23109
1,Technical,139,3,15000,1,0,1,0,1,7,4,3,0,4510,0,0,6573,3978,10371,25432
4,Workshop,52,4,0,1,0,0,1,0,2,1,3,0,4704,0,643,0,0,5573,10920
0,Non-Technical,102,1,7000,1,1,1,1,1,5,1,1,5,1719,4494,1080,5098,2189,9404,23984
4,Workshop,83,5,0,1,1,1,1,0,7,1,3,3,2277,3942,1109,4332,0,6625,18285
4,Workshop,58,2,0,1,0,0,1,0,5,1,2,0,1488,0,934,0,0,7795,10217
4,Workshop,62,3,0,1,0,0,1,0,3,1,2,0,971,0,669,0,0,5693,7333
3,Seminar,136,3,0,1,0,0,1,0,6,2,3,0,4221,0,1638,0,0,4913,10772
0,Non-Technical,154,1,1000,1,1,1,0,1,8,3,2,1,4744,977,0,2838,2299,6876,17734
4,Workshop,32,5,0,1,0,1,1,0,2,1,2,0,844,0,493,792,0,3671,5800
3,Seminar,103,1,0,1,1,0,0,0,4,2,1,2,1540,3597,0,0,0,5773,10910
3,Seminar,121,2,0,1,1,0,1,0,5,3,4,2,6538,5672,1300,0,0,5687,19197
3,Seminar,84,1,0,1,0,0,1,0,3,1,3,0,3519,0,1036,0,0,6831,11386
1,Technical,175,3,0,0,1,1,0,0,15,3,0,3,0,5162,0,8614,0,16452,30228
1,Technical,33,2,7000,1,1,0,0,1,2,1,3,5,1029,1776,0,0,1636,4052,8493
1,Technical,159,4,1000,1,1,0,0,1,13,5,4,4,8389,6653,0,0,1532,8391,24965
3,Seminar,100,1,0,1,0,1,1,0,6,2,1,0,1751,0,1518,1930,0,5105,10304
1,Technical,167,2,15000,1,1,0,1,1,9,3,3,4,5645,7090,2518,0,1430,4590,21273
0,Non-Technical,43,2,0,0,1,1,0,0,2,1,0,4,0,2043,0,2398,0,7114,11555
1,Technical,178,3,10000,0,1,1,1,1,8,5,0,3,0,3411,1932,8167,2332,4347,20189
2,Hackathon,59,4,2000,1,1,1,0,1,2,1,3,4,6968,1351,0,879,1555,3470,14223
2,Hackathon,63,7,0,1,0,0,0,0,3,1,1,0,1002,0,0,0,0,5310,6312
4,Workshop,53,5,0,1,1,0,1,0,2,1,3,5,6151,2456,599,0,0,8395,17601
3,Seminar,111,1,0,1,1,0,0,0,4,3,4,5,4783,5875,0,0,0,6493,17151
2,Hackathon,39,7,15000,1,0,0,1,1,3,1,2,0,3893,0,420,0,1764,7316,13393
3,Seminar,270,2,0,1,0,0,1,0,19,9,3,0,10394,0,2789,0,0,8016,21199
4,Workshop,48,5,0,1,0,0,1,0,2,1,2,0,3886,0,473,0,0,6256,10615
1,Technical,149,3,0,0,1,0,0,0,7,4,0,5,0,7281,0,0,0,5703,12984
1,Technical,154,1,3000,1,0,0,1,1,7,3,3,0,5882,0,1515,0,1699,5875,14971
2,Hackathon,139,6,3000,1,1,0,1,1,5,4,4,2,25131,1459,1533,0,3881,12778,44782
3,Seminar,90,3,0,1,0,0,0,0,9,1,2,0,2359,0,0,0,0,5346,7705
3,Seminar,117,2,0,0,1,1,1,0,5,2,0,1,0,1179,1488,1827,0,5433,9927
2,Hackathon,39,4,10000,1,1,0,1,1,2,1,4,3,3398,717,585,0,3079,3037,10816
0,Non-Technical,180,1,3000,1,1,1,1,1,16,5,3,3,7071,7166,2799,3289,4619,6377,31321
3,Seminar,157,2,0,0,1,1,1,0,7,4,0,3,0,3086,2017,2565,0,10090,17758
3,Seminar,174,1,0,1,0,0,1,0,6,2,1,0,1239,0,2666,0,0,4013,7918
2,Hackathon,170,6,7000,1,0,1,0,1,7,4,2,0,3540,0,0,2506,4828,5736,16610
2,Hackathon,97,8,5000,1,1,1,1,0,7,2,3,2,20115,2980,1118,4539,0,8235,36987
3,Seminar,222,3,0,1,0,0,1,0,14,4,3,0,5998,0,2336,0,0,4248,12582
2,Hackathon,78,8,15000,1,0,0,0,0,4,1,2,0,7240,0,0,0,0,5839,13079
4,Workshop,51,5,0,1,0,0,0,0,2,1,2,0,4860,0,0,0,0,5909,10769
3,Seminar,130,1,0,1,1,0,1,0,10,2,1,2,1725,4490,1518,0,0,8004,15737
0,Non-Technical,190,4,3000,1,0,1,0,0,11,6,2,0,4895,0,0,14810,0,6661,26366
4,Workshop,74,5,0,1,0,1,1,0,4,2,3,0,5686,0,899,1686,0,7523,15794
2,Hackathon,95,8,0,1,1,0,1,0,5,2,2,3,5832,1510,1182,0,0,6902,15426
0,Non-Technical,155,1,0,1,0,1,1,0,6,2,2,0,4752,0,2020,3731,0,8876,19379
0,Non-Technical,241,4,0,1,1,0,1,0,10,5,1,5,2811,9699,3490,0,0,10860,26860
2,Hackathon,103,7,10000,1,0,0,1,1,6,2,4,0,11755,0,1562,0,4148,6239,23704
3,Seminar,181,2,0,1,1,1,1,0,9,3,3,3,7029,8477,2551,2533,0,6824,27414
0,Non-Technical,182,3,0,1,1,0,1,0,18,5,4,4,8516,5671,1853,0,0,7415,23455
1,Technical,174,1,0,1,1,1,0,0,9,5,2,1,5612,7086,0,3313,0,10920,26931
1,Technical,137,2,5000,1,1,1,0,1,8,2,4,4,6178,7964,0,1774,1796,10363,28075
1,Technical,133,3,20000,1,0,1,1,1,5,3,1,0,2422,0,1635,2447,3926,12151,22581
3,Seminar,200,1,0,1,0,1,1,0,11,4,3,0,7016,0,2802,13125,0,2759,25702
2,Hackathon,168,7,0,1,0,1,1,0,12,4,1,0,13013,0,2579,11773,0,5420,32785
0,Non-Technical,80,4,1000,1,1,0,0,1,3,2,3,4,2864,4315,0,0,4516,9885,21580
1,Technical,157,4,20000,1,1,1,1,1,7,4,2,3,3327,2129,2268,10482,2045,10126,30377
3,Seminar,276,3,0,0,0,1,0,0,11,5,0,0,0,0,0,19846,0,8313,28159
0,Non-Technical,180,4,0,1,1,0,1,0,10,6,2,3,13680,6458,2184,0,0,10970,33292
3,Seminar,286,2,0,1,1,0,1,0,20,5,4,4,14602,13000,4047,0,0,9474,41123
1,Technical,87,1,7000,1,1,1,0,0,4,2,3,3,2383,3657,0,1961,0,7195,15196
0,Non-Technical,133,1,0,1,0,1,1,0,5,3,2,0,2416,0,1722,8418,0,7137,19693
1,Technical,144,3,2000,1,1,1,1,1,6,4,3,5,4784,8239,1986,2201,4810,7839,29859
4,Workshop,41,5,0,1,0,1,1,0,2,1,4,0,1822,0,722,3275,0,7120,12939
1,Technical,185,4,0,1,1,0,0,0,13,4,1,1,2428,530,0,0,0,4528,7486
2,Hackathon,117,7,5000,1,1,0,0,0,5,2,4,2,17468,5225,0,0,0,12235,34928
3,Seminar,78,2,0,0,1,0,1,0,3,2,0,4,0,4143,1081,0,0,3422,8646
4,Workshop,86,4,0,1,1,0,1,0,6,2,2,4,5982,3467,834,0,0,3990,14273
3,Seminar,128,3,0,1,0,0,1,0,7,2,1,0,1841,0,1788,0,0,12676,16305
4,Workshop,53,2,0,1,0,0,1,0,3,1,3,0,2126,0,778,0,0,8534,11438
1,Technical,170,3,0,1,0,1,0,0,8,3,3,0,5426,0,0,3236,0,3171,11833
3,Seminar,157,2,0,1,1,1,0,0,7,2,2,2,2306,6120,0,2569,0,8456,19451
1,Technical,55,2,0,1,1,0,1,0,2,1,2,3,1843,2651,817,0,0,6881,12192
4,Workshop,79,3,0,1,1,1,1,0,5,1,2,2,2962,1227,1093,5767,0,7856,18905
3,Seminar,252,2,0,1,1,1,1,0,11,7,2,2,6884,2529,2522,19015,0,8855,39805
3,Seminar,216,1,0,1,1,0,1,0,9,3,2,3,6574,11540,2693,0,0,6800,27607
1,Technical,33,1,20000,1,1,0,1,1,2,1,4,3,1206,509,419,0,2323,3364,7821
3,Seminar,72,3,0,0,1,0,1,0,6,2,0,1,0,465,857,0,0,7268,8590
2,Hackathon,123,4,20000,1,0,0,1,0,5,3,2,0,2672,0,1287,0,0,11006,14965
3,Seminar,156,2,0,1,1,1,1,0,7,3,3,2,6096,4098,2419,11189,0,13347,37149
2,Hackathon,38,7,0,1,0,0,1,0,2,1,3,0,954,0,651,0,0,13947,15552
3,Seminar,290,2,0,1,1,1,1,0,13,9,1,1,4386,1339,3694,4879,0,9605,23903
3,Seminar,157,1,0,0,1,0,1,0,13,3,0,3,0,2784,1825,0,0,6975,11584
2,Hackathon,148,8,0,1,1,1,1,0,7,4,1,3,13493,5480,2031,9384,0,4408,34796
2,Hackathon,34,4,0,1,1,0,1,0,2,1,1,1,362,507,513,0,0,8161,9543
0,Non-Technical,68,1,0,1,1,1,0,0,5,1,3,1,2599,507,0,5278,0,11017,19401
3,Seminar,147,1,0,1,1,0,1,0,8,2,3,3,4452,6067,1617,0,0,7465,19601
1,Technical,157,2,15000,1,0,1,0,1,9,2,4,0,6181,0,0,2315,2068,3913,14477
4,Workshop,33,2,0,1,0,0,1,0,2,1,2,0,938,0,600,0,0,7540,9078
1,Technical,169,3,0,1,0,0,0,0,12,2,2,0,4461,0,0,0,0,11822,16283
3,Seminar,177,3,0,1,0,1,1,0,14,4,1,0,3109,0,2578,12784,0,6951,25422
1,Technical,171,3,3000,1,1,0,1,1,9,5,4,5,7821,8407,1819,0,3838,6693,28578
3,Seminar,234,2,0,1,1,1,1,0,23,6,2,4,4449,11571,2928,18259,0,4762,41969
2,Hackathon,110,7,5000,1,1,1,1,1,5,1,1,4,16888,4667,1684,8147,1432,7119,39937
1,Technical,182,2,0,1,0,1,0,0,15,3,2,0,4541,0,0,14522,0,10266,29329
0,Non-Technical,185,3,0,1,1,0,1,0,8,4,3,5,8452,9327,2124,0,0,13547,33450
2,Hackathon,186,4,5000,1,1,0,1,1,10,4,2,4,4414,6619,2232,0,1810,4556,19631
